Entity_Type,GT_File,GT_Text,GT_Line,Pred_File,Pred_Text,Pred_Line,Similarity,Match_Type
Organism,PMC7144211,Homo sapiens,32,PMC7144211,homo sapiens,37,1.0000,Exact
Organism,PMC7294662,Homo sapiens,41,PMC7294662,Homo sapiens,41,1.0000,Exact
Organism,PMC7367873,Homo sapiens,36,PMC7367873,Homo sapiens,47,1.0000,Exact
Organism,PMC7921882,Blomia tropicalis,13,PMC7921882,Blomia tropicalis,18,1.0000,Exact
Organism,PMC7921882,Dermatophagoides farinae,14,PMC7921882,Dermatophagoides pteronyssinus,16,0.8800,TagContainment
Organism,PMC7921882,Dermatophagoides farinae,14,PMC7921882,Dermatophagoides farinae,17,1.0000,Exact
Organism,PMC7921882,Dermatophagoides pteronyssinus,15,PMC7921882,Dermatophagoides pteronyssinus,16,1.0000,Exact
Organism,PMC7921882,Dermatophagoides pteronyssinus,15,PMC7921882,Dermatophagoides farinae,17,0.8800,TagContainment
Organism,PMC8698288,Toxoplasma gondii,24,PMC8698288,Toxoplasma gondii,24,1.0000,Exact
OrganismPart,PMC4746666,bone marrow,39,PMC4746666,bone marrow,47,1.0000,Exact
OrganismPart,PMC5535869,pistil,27,PMC5535869,pistil,21,1.0000,Exact
OrganismPart,PMC5535869,developing seeds,28,PMC5535869,seeds,22,0.9500,Semantic
OrganismPart,PMC5830451,pancreatic islet,27,PMC5830451,human pancreatic islet thin sections,28,0.9500,Semantic
OrganismPart,PMC6918071,trophosomes,15,PMC6918071,trophosome,14,0.9500,Semantic
OrganismPart,PMC6918071,plume,16,PMC6918071,plume,16,1.0000,Exact
OrganismPart,PMC6918071,lateral portions of the vestimentum,20,PMC6918071,vestimentum,15,0.9500,Semantic
OrganismPart,PMC7144211,urine,33,PMC7144211,urine,38,1.0000,Exact
OrganismPart,PMC7144211,resected prostate cancer tissue,34,PMC7144211,prostate cancer tissue specimens,39,0.9300,DomainSemantic
OrganismPart,PMC8698288,tachyzoites,25,PMC8698288,tachyzoites,25,1.0000,Exact
PrecursorMassTolerance,PMC4746666,20 ppm,40,PMC4746666,first search mass accuracy tolerance 20 ppm,48,0.9500,Semantic
PrecursorMassTolerance,PMC4746666,20 ppm,40,PMC4746666,main search mass accuracy tolerance 4.5 ppm,49,0.8500,KeyTermInLongText
PrecursorMassTolerance,PMC4746666,4.5 ppm,41,PMC4746666,first search mass accuracy tolerance 20 ppm,48,0.8900,CompoundConcentrationMerge
PrecursorMassTolerance,PMC4746666,4.5 ppm,41,PMC4746666,main search mass accuracy tolerance 4.5 ppm,49,0.9500,Semantic
PrecursorMassTolerance,PMC5535869,10 ppm,29,PMC5535869,10 ppm,23,1.0000,Exact
PrecursorMassTolerance,PMC7294662,10 ppm,42,PMC7294662,"peptide mass accuracy, 20 ppm (ppm) for first search, 10 ppm for second search",43,0.9500,Semantic
PrecursorMassTolerance,PMC7367873,10 ppm,37,PMC7367873,peptide tolerance 10 ppm,49,0.9500,Semantic
PrecursorMassTolerance,PMC8698288,10 ppm,26,PMC8698288,10 ppm,26,1.0000,Exact
ReductionReagent,PMC4746666,DTT,42,PMC4746666,DTT,50,1.0000,Exact
ReductionReagent,PMC5535869,DTT,30,PMC5535869,DL-Dithiothreitol,24,0.9500,Semantic
ReductionReagent,PMC5830451,DTT,29,PMC5830451,DTT,30,1.0000,Exact
ReductionReagent,PMC6918071,DTT,21,PMC6918071,dithiothreitol,17,0.9500,Semantic
ReductionReagent,PMC7144211,DTT,35,PMC7144211,dithiothreitol,40,0.9500,Semantic
ReductionReagent,PMC7294662,dithiothreitol,43,PMC7294662,DTT,44,0.9500,Semantic
ReductionReagent,PMC7367873,DTT (dithiothreitol),38,PMC7367873,dithiothreitol,50,0.9500,Semantic
ReductionReagent,PMC7921882,dithiothreitol (DTT),17,PMC7921882,dithiothreitol (DTT),23,1.0000,Exact
Separation,PMC4746666,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,43,PMC4746666,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,52,1.0000,Exact
Separation,PMC5535869,reversed-phase,31,PMC5535869,"reversed-phase analytical column (Thermo, Waltham, MA, USA.)",25,0.9500,Semantic
Separation,PMC5830451,slurry-packed with 3-μm C18 packing,30,PMC5830451,slurry-packed with 3-μm C18 packing,32,1.0000,Exact
Separation,PMC7367873,reversed-phase C-18,39,PMC7367873,"trapping cartridge (Precolumn C18 PepMap 100, 5 µm, 300 µm i.d. size-exclusion chromatography 5 mm, 100 Å)",51,0.9300,DomainSemantic
Separation,PMC7367873,reversed-phase C-18,39,PMC7367873,"analytical column (Waters nanoEase HSS C18 T3, 75 µm × 25 cm, 1.8 µm, 100 Å)",52,0.9300,DomainSemantic
Separation,PMC7367873,reversed-phase C-18,39,PMC7367873,"trap column (75 µm × 2 cm, packed in-house with 5 µm C18 resin; Reprosil PUR AQ, Dr. Maisch, Ammerbruch-Entringen, Germany)",53,0.9300,DomainSemantic
Separation,PMC7921882,reverse-phase RSLC C-18 nano-HPLC,18,PMC7921882,"reverse-phase nano-HPLC (Dionex Ultimate 3000, Thermo Fisher Scientific, Bremen, Germany), directly coupled via nano electrospray to a Q Exactive Orbitrap mass spectrometer (Thermo Fisher Scientific)",24,0.9300,DomainSemantic
Separation,PMC7921882,reverse-phase RSLC C-18 nano-HPLC,18,PMC7921882,"The column (Acclaim PepMap RSLC C18, 75 μm × 15 cm, Dionex, Thermo Fisher Scientific) was developed with an acetonitrile gradient",25,0.9300,DomainSemantic
Separation,PMC8698288,reversed-phase C18,27,PMC8698288,"a trapping cartridge (Acclaim PepMap C18 100 Å, 5 mm × 300 µm i.d., 160454; Thermo Fisher Scientific, Inc., Waltham, MA, USA)",27,0.9300,DomainSemantic
Separation,PMC8698288,reversed-phase C18,27,PMC8698288,"a 50 cm by 75 μm inner diameter EASY-Spray column (ES803, PepMap RSLC, C18, 2 μm; Thermo Fisher Scientific, Inc., Waltham, MA, USA)",28,0.9300,DomainSemantic
Sex,PMC4746666,male,44,PMC4746666,male,53,1.0000,Exact
Sex,PMC7144211,male,36,PMC7144211,men,43,0.9500,Semantic
Strain,PMC5535869,Nipponbare,32,PMC5535869,Nipponbare,26,1.0000,Exact
Strain,PMC8698288,FLAG-BirA*,28,PMC8698288,FLAG-BirA*,29,1.0000,Exact
Strain,PMC8698288,FLAG-BirA*,28,PMC8698288,FLAG-BirA*-MOB1,30,0.9500,Semantic
Strain,PMC8698288,FLAG-BirA*-MOB1,29,PMC8698288,FLAG-BirA*,29,0.9500,Semantic
Strain,PMC8698288,FLAG-BirA*-MOB1,29,PMC8698288,FLAG-BirA*-MOB1,30,1.0000,Exact
Temperature,PMC4746666,37°C,45,PMC4746666,37 °C,54,0.8800,TagContainment
Temperature,PMC5830451,37°C,31,PMC5830451,37 °C,34,0.8800,TagContainment
Time,PMC7294662,4 h,44,PMC7294662,4 h,48,1.0000,Exact
Time,PMC7294662,24 h,45,PMC7294662,24 h,49,1.0000,Exact
Treatment,PMC7294662,stimulated,46,PMC7294662,IFNβ stimulation,50,0.9300,DomainSemantic
Treatment,PMC7294662,unstimulated,47,PMC7294662,IFNβ stimulation,50,0.9300,DomainSemantic
Treatment,PMC7367873,PP1c,40,PMC7367873,PP1 treated,57,0.8800,TagContainment
Treatment,PMC7367873,PP2Ac,41,PMC7367873,PP2A treated,58,0.8800,TagContainment
treatment,PMC7144211,radical prostatectomy,7,PMC7144211,radical prostatectomy,13,1.0000,Exact
treatment,PMC7144211,intensity-modulated radiation therapy,8,PMC7144211,intensity-modulated radiation therapy,14,1.0000,Exact
