Entity_Type,GT_File,GT_Text,GT_Line,Pred_File,Pred_Text,Pred_Line,Similarity,Match_Type
OrganismPart,PMC5535869,developing seeds,28,PMC5535869,seeds,26,0.9500,Semantic
OrganismPart,PMC5830451,pancreatic islet,27,PMC5830451,pancreatic islet,28,1.0000,Exact
OrganismPart,PMC6918071,trophosomes,15,PMC6918071,trophosome,15,0.9500,Semantic
OrganismPart,PMC6918071,plume,16,PMC6918071,plume,16,1.0000,Exact
OrganismPart,PMC6918071,tentacular crown,17,PMC6918071,tentacular crown,17,1.0000,Exact
OrganismPart,PMC6918071,lamellae,18,PMC6918071,lamellae,18,1.0000,Exact
OrganismPart,PMC6918071,body wall,19,PMC6918071,body wall,19,1.0000,Exact
OrganismPart,PMC6918071,lateral portions of the vestimentum,20,PMC6918071,vestimentum,20,0.9500,Semantic
OrganismPart,PMC7144211,urine,33,PMC7144211,urine,37,1.0000,Exact
OrganismPart,PMC7144211,resected prostate cancer tissue,34,PMC7144211,prostate,38,0.9500,Semantic
OrganismPart,PMC8698288,tachyzoites,25,PMC8698288,tachyzoites,35,1.0000,Exact
PrecursorMassTolerance,PMC4746666,4.5 ppm,41,PMC4746666,4.5 ppm,39,1.0000,Exact
PrecursorMassTolerance,PMC5535869,10 ppm,29,PMC5535869,10 ppm,27,1.0000,Exact
PrecursorMassTolerance,PMC5830451,10 ppm,28,PMC5830451,±10 ppm,30,0.9500,Semantic
PrecursorMassTolerance,PMC7294662,10 ppm,42,PMC7294662,10 ppm,62,1.0000,Exact
PrecursorMassTolerance,PMC7367873,10 ppm,37,PMC7367873,10 ppm,63,1.0000,Exact
PrecursorMassTolerance,PMC8698288,10 ppm,26,PMC8698288,10 ppm,36,1.0000,Exact
ReductionReagent,PMC4746666,DTT,42,PMC4746666,DTT,40,1.0000,Exact
ReductionReagent,PMC5535869,DTT,30,PMC5535869,DTT,28,1.0000,Exact
ReductionReagent,PMC5535869,DTT,30,PMC5535869,DL-Dithiothreitol,29,0.9500,Semantic
ReductionReagent,PMC5830451,DTT,29,PMC5830451,DTT,31,1.0000,Exact
ReductionReagent,PMC6918071,DTT,21,PMC6918071,dithiothreitol,21,0.9500,Semantic
ReductionReagent,PMC6918071,DTT,21,PMC6918071,DTT,22,1.0000,Exact
ReductionReagent,PMC7144211,DTT,35,PMC7144211,DTT,44,1.0000,Exact
ReductionReagent,PMC7294662,dithiothreitol,43,PMC7294662,DTT,64,0.9500,Semantic
ReductionReagent,PMC7367873,DTT (dithiothreitol),38,PMC7367873,DTT,64,0.9500,Semantic
ReductionReagent,PMC7367873,DTT (dithiothreitol),38,PMC7367873,dithiothreitol,65,0.9500,Semantic
ReductionReagent,PMC7921882,dithiothreitol (DTT),17,PMC7921882,dithiothreitol,23,0.9500,Semantic
ReductionReagent,PMC7921882,dithiothreitol (DTT),17,PMC7921882,DTT,24,0.9500,Semantic
Separation,PMC4746666,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,43,PMC4746666,ReproSil-Pur 120 C18-AQ 3 μm diameter beads,42,0.9300,DomainSemantic
Separation,PMC5535869,reversed-phase,31,PMC5535869,reversed-phase pre-column,32,0.9500,Semantic
Separation,PMC5535869,reversed-phase,31,PMC5535869,reversed-phase analytical column,33,0.9500,Semantic
Separation,PMC5830451,slurry-packed with 3-μm C18 packing,30,PMC5830451,LC column was prepared from a 70-cm-long Self-Pack PicoFrit column with an i.d. of 30 µm and a tip size of 10 µm,32,0.8800,TagContainment
Separation,PMC7367873,reversed-phase C-18,39,PMC7367873,"Precolumn C18 PepMap 100, 5 µm, 300 µm i.d. size-exclusion chromatography 5 mm, 100",68,0.9300,DomainSemantic
Separation,PMC7367873,reversed-phase C-18,39,PMC7367873,"Waters nanoEase HSS C18 T3, 75 µm × 25 cm, 1.8 µm, 100",69,0.9300,DomainSemantic
Separation,PMC7367873,reversed-phase C-18,39,PMC7367873,"trap column (75 µm × 2 cm, packed in-house with 5 µm C18 resin; Reprosil PUR AQ, Dr. Maisch, Ammerbruch-Entringen, Germany)",71,0.9300,DomainSemantic
Separation,PMC7367873,reversed-phase C-18,39,PMC7367873,"analytical column (75 µm × 45 cm, packed in-house with 3 µm C18 resin; Reprosil Gold, Dr. Maisch)",72,0.9300,DomainSemantic
Separation,PMC7921882,reverse-phase RSLC C-18 nano-HPLC,18,PMC7921882,"reverse-phase nano-HPLC (Dionex Ultimate 3000, Thermo Fisher Scientific, Bremen, Germany)",25,0.9300,DomainSemantic
Separation,PMC7921882,reverse-phase RSLC C-18 nano-HPLC,18,PMC7921882,"Acclaim PepMap RSLC C18, 75 μm × 15 cm, Dionex, Thermo Fisher Scientific",26,0.9300,DomainSemantic
Separation,PMC8698288,reversed-phase C18,27,PMC8698288,"trapping cartridge (Acclaim PepMap C18 100 Å, 5 mm × 300 µm i.d., 160454; Thermo Fisher Scientific, Inc., Waltham, MA, USA)",41,0.9300,DomainSemantic
Separation,PMC8698288,reversed-phase C18,27,PMC8698288,"50 cm by 75 µm inner diameter EASY-Spray column (ES803, PepMap RSLC, C18, 2 µm; Thermo Fisher Scientific, Inc., Waltham, MA, USA)",42,0.9300,DomainSemantic
Sex,PMC4746666,male,44,PMC4746666,male,43,1.0000,Exact
Sex,PMC7144211,male,36,PMC7144211,men,47,0.9500,Semantic
Strain,PMC5535869,Nipponbare,32,PMC5535869,Nipponbare,35,1.0000,Exact
Strain,PMC8698288,FLAG-BirA*,28,PMC8698288,FLAG-BirA*,43,1.0000,Exact
Strain,PMC8698288,FLAG-BirA*,28,PMC8698288,FLAG-BirA*-MOB1,44,0.9500,Semantic
Strain,PMC8698288,FLAG-BirA*-MOB1,29,PMC8698288,FLAG-BirA*,43,0.9500,Semantic
Strain,PMC8698288,FLAG-BirA*-MOB1,29,PMC8698288,FLAG-BirA*-MOB1,44,1.0000,Exact
Temperature,PMC4746666,37°C,45,PMC4746666,37 °C,44,0.8800,TagContainment
Temperature,PMC5830451,37°C,31,PMC5830451,37 °C,33,0.8800,TagContainment
Time,PMC7144211,3 months,37,PMC7144211,3 months after local treatment,48,0.9500,Semantic
Time,PMC7294662,4 h,44,PMC7294662,4 h,78,1.0000,Exact
Time,PMC7294662,24 h,45,PMC7294662,24 h,79,1.0000,Exact
Treatment,PMC7294662,stimulated,46,PMC7294662,IFNβ stimulation,80,0.9300,DomainSemantic
Treatment,PMC7294662,unstimulated,47,PMC7294662,IFNβ stimulation,80,0.9300,DomainSemantic
Treatment,PMC7367873,PP1c,40,PMC7367873,PP1c,79,1.0000,Exact
Treatment,PMC7367873,PP2Ac,41,PMC7367873,PP2Ac,80,1.0000,Exact
treatment,PMC7144211,radical prostatectomy,7,PMC7144211,radical prostatectomy,11,1.0000,Exact
treatment,PMC7144211,intensity-modulated radiation therapy,8,PMC7144211,intensity-modulated radiation therapy,12,1.0000,Exact
